spec,allowable_load_kg
245/70R19.5-16PR(D),2180
245/70R19.5-16PR(D),2200
245/70R19.5-16PR(D),2300
245/70R19.5-16PR(D),2575
245/70R19.5-16PR(D),2240
245/70R19.5-16PR(S),2060
245/70R19.5-16PR(S),2145
245/70R19.5-16PR(S),2179
245/70R19.5-16PR(S),2180
245/70R19.5-16PR(S),2200
245/70R19.5-16PR(S),2240
245/70R19.5-16PR(S),2300
245/70R19.5-17PR(S),2240
245/70R19.5-18[R(S),2725
245/70R19.5-18P(D),2575
245/70R19.5-18P(S),2725
245/70R19.5-18PR(D),1660
245/70R19.5-18PR(D),2120
245/70R19.5-18PR(D),2200
245/70R19.5-18PR(D),2500
245/70R19.5-18PR(D),2570
245/70R19.5-18PR(D),2575
245/70R19.5-18PR(D),2625
245/70R19.5-18PR(D),2650
245/70R19.5-18PR(D),2725
245/70R19.5-18PR(S),2360
245/70R19.5-18PR(S),2500
245/70R19.5-18PR(S),2575
245/70R19.5-18PR(S),2725
245/70R19.5-18PR(S),2750
245/70R19.5-18PR(S),2800
245/70R19.5-18PR(S),2350
245/70R19.5-5-14PR(D),1985
245/70R19.5-5-14PR(S),2060
245/70R19.5.-14PR(D),2120
245/70R19.5(D),1984
245/70R19.5(D),1985
245/70R19.5(D),2120
245/70R19.5(D),2180
245/70R19.5(D),2500
245/70R19.5(D),2575
245/70R19.5(D),2650
245/70R19.5(S),2060
245/70R19.5(S),2062
245/70R19.5(S),2240
245/70R19.5(S),2750
245/70R19.5/14PR(S),2060
245/70R19.5×14PR(S),2060
245/70R19.514P(D),1985
245/70R19.514P(S),2060
245/70R19.514PR(D),1950
245/70R19.514PR(D),1985
245/70R19.514PR(D),2120
245/70R19.514PR(S),2060
245/70R19.514PR(S),2240
245/70R19.516PR(D),2120
245/70R19.516PR(D),2200
245/70R19.516PR(S),2240
245/70R19.518PR(D),2575
245/70R19.8-14PR(D),1980
245/70R19.8-14PR(D),1984
245/70R193.5-14PR(D),1950
245/70R193.5-14PR(S),2060
245/70R22.5-18PR(D),2575
245/70R79.518PR(W),2650
245/70R9.5-14PR(D),2120
245/740R19.5-14PR(S),2240
245/75R-19.5(S),2750
245/75R16,1380
245/75R19.5-14PR(D),1984
245/75R19.5-14PR(S),2240
245/75R22.514PR(D),1950
245/75R22.514PR(S),2120
245/7R019.5-14PR(D),2120
245870R19.5-14PR(D),1985
245R/70R19.5-14PR(S),2060
245R19.5-14PR(D),2120
245R70R19.5-14PR(D),2120
25/55R17,730
255/35ZR19,800
255/40ZR17,750
255/40ZR19,800
255/45R18,775
255/45R20,825
255/50R19,875
255/50R20,925
255/50ZR17,750
255/55R18,925
255/60R18,1120
255/60R18,1000
255/65R16,1030
255/65R17,1060
255/65R18,1090
255/70R15,1000
255/70R15,990
255/70R16,1090
255/70R17,1090
255/70R18,1150
255/70R22.5-16PR(S),2500
255/75R17,1090
255/80R22.518PR,3750
265 70 17,1320
265-70R 19.5(D),2360
265/30R19,650
265/30ZR19,650
265/35R18,730
265/35R21,825
265/35ZR22,750
265/40R22,950
265/50R20,1090
265/60R18,1150
265/60R18,1060
265/60R18(S),1150
265/65R17,1120
265/65R17 LT,1120
265/7019.5-16PR(D),2580
265/70R-19.5-18PR(D),2575
265/70R-19.5-18PR(S),2725
265/70R/17,1215
265/70R×19.5-18PR(D),2575
265/70R15,1120
265/70R16,1120
265/70R17,1120
265/70R19.5-14PR(D),2120
265/70R19.5-14PR(D),2306
265/70R19.5-14PR(D),2360
265/70R19.5-14PR(D),2500
265/70R19.5-14PR(S),2240
265/70R19.5-14PR(S),2360
265/70R19.5-14PR(S),2500
265/70R19.5-14PR(S),2725
265/70R19.5-16PR(D),2360
265/70R19.5-16PR(S),2500
265/70R19.5-18PR(D),2360
265/70R19.5-18PR(D),2500
265/70R19.5-18PR(D),2530
265/70R19.5-18PR(D),2575
265/70R19.5-18PR(D),2576
265/70R19.5-18PR(D),2725
265/70R19.5-18PR(D),2730
265/70R19.5-18PR(D),2650
265/70R19.5-18PR(S),2500
265/70R19.5-18PR(S),2575
265/70R19.5-18PR(S),2725
265/70R19.5-18PR(S),2730
265/70R19.5-18PR(S),2790
265/70R19.5-18PR(S),2800
265/70R19.5-18PR(S),2750
265/70R19.5-19PR(D),2575
265/70R19.5-19PR(S),2725
265/70R19.5(D),2120
265/70R19.5(D),2360
265/70R19.5(D),2650
265/70R19.5(S),2500
265/70R19.5(S),2800
265/75R16,1250
265/75R22.514PR(D),2180
265/75R22.514PR(S),2360
26570R19.5-18PR(D),2575
265ATM75R16,1180
265R-70PR15(S),1055
266/70R19.5-18PR(D),2575
266/70R19.5-18PR(S),2725
275 70 17,1320
275-70R22.5(S)-16R,3150
275/30R19,710
275/30ZR20,735
275/35R19(S),800
275/35R20,850
275/35ZR19,800
275/40R17,750
275/40ZR19,925
275/45R18,875
275/45R20(S),1060
275/45R22,1120
275/50R20,1150
275/55R20(S),1285
275/60R/17(S),1060
275/60R20,1320
275/65R18,1320
275/70R-22.5(D),2900
275/70R18,1000
275/70R19.5-14PR(D),2120
275/70R19.5-14PR(S),2500
275/70R22.5-16PR(D),2900
275/70R22.5-16PR(D),3150
275/70R22.5-16PR(D),2725
275/70R22.5-16PR(S),3150
275/70R22.5-18PR(D),2900
275/70R22.5-18PR(S),3150
275/70R22.5-18PR(S),3350
275/70R22.5(D),2900
275/80R22.5-16PR(S),3150
275/80R22.5-16PR(S),3250
275/80R22.514PR(D),2725
275/80R22.514PR(S),3000
275/80R22.516PR(D),2800
275/80R22.516PR(S),3150
275/80R22.5PR(S),3150
27X8.50R14LT,825
27X8.5R14-8,825
285-70R-19.5(D),3150
285-70R-19.5(S),3350
285/30ZR19,750
285/35ZR19,875
285/40R15,545
285/45R22,1180
285/55R20,1285
285/65R17,1250
285/65R18,1450
285/70R/17,1450
285/70R17,1485
285/70R17,1450
285/70R17,1250
285/70R18,1350
285/70R19.5-16PR(D),2800
285/70R19.5-16PR(S),3000
285/70R19.5-18PR(S),3350
285/70R19.5(S),3000
285/75R16,1350
285/75R17,1350
285/75R24.512PR(D),2360
285/75R24.512PR(S),2575
285/75R24.514PR(D),2575
285/75R24.514PR(S),2800
28x8.50 15LT-8pr(s),850
28x8.50R/15LT,1020
28x8.50R/15LT(D),1020
28X8.50R15LT,850
28X8.50R15LT-8PR,850
28X8.5R15LT-8P,850
28X8.5R15LT-8P,950
28X8.5R15LT-8PR(D),950
28X8.5R15LT-8PR(S),850
28X8.5R15LT-8PR(S),950
28X850R15LT-8PR,850
295/30R18,750
295/30ZR20,825
295/60R20,1750
295/70R17,1449
295/75R22.512PR(D),2300
295/75R22.512PR(S),2500
295/75R22.514PR(D),2575
295/75R22.514PR(S),2800
295/80R-22.5-16PR(D),3150
295/80R22.5-16(D),3150
295/80R22.5-16PR(D),3150
295/80R22.5-16PR(D),3250
295/80R22.5-16PR(S),3350
295/80R22.5-16PR(S),3550
295/80R22.5-16PR(S),3750
295/80R22.5-18PR(D),3150
295/80R22.5-18PR(S),3550
295/80R22.5-18PR(S),3750
295/80R22.5-18PR(S),3250
295/80R22.5(S),3550
295/80R22.514PR(D),2725
295/80R22.514PR(S),3000
295/80R22.516PR(D),3000
295/80R22.516PR(S),3250
295/80R22.518PR(D),3075
295/80R22.518PR(S),3550
295/80R22.518PR(S),3750
305/30R19,850
305/35R20,1650
305/45R22,1320
305/50R20,1450
305/65R17,1450
305/85R22.5-18P(D),3250
305/85R22.5-18P(S),3650
305/85R22.5-18PR(S),3560
305/85R22.5-18PR(S),3650
30X9.50R15,950
31 X 10.50R 15LT,1030
315/12R22.5-16P(D),3075
315/50R22.5-20PR(S),4080
315/60R22.5-16PR(D),3150
315/60R22.5-16PR(S),3550
315/60R22.5(D),3150
315/60R22.5(S),3550
315/65R22.5-20PR(S),4080
315/70R17,1450
315/70R22.5-18PR(S),3750
315/70R22.5-20PR(D),3350
315/70R22.5-20PR(S),4000
315/75R16-10PR,1600
315/75R22.514PR(D),3350
315/75R22.514PR(S),3750
315/80-R22.5-18P(S),3750
315/80-R22.5-18PR(S),3750
315/8022.5-20PR(S),4250
315/80R-22.5-20PR(S),4080
315/80R22.45-18PR(S),3750
315/80R22.5-16PR(D),3075
315/80R22.5-16PR(S),4080
315/80R22.5-18PR(D),3350
315/80R22.5-18PR(D),3450
315/80R22.5-18PR(D),3750
315/80R22.5-18PR(S),3150
315/80R22.5-18PR(S),3450
315/80R22.5-18PR(S),3715
315/80R22.5-18PR(S),3750
315/80R22.5-18PR(S),3751
315/80R22.5-18PR(S),3755
315/80R22.5-18PR(S),4000
315/80R22.5-18PR(S),4080
315/80R22.5-18PR(S),4082
315/80R22.5-18PR(S).,3750
315/80R22.5-18R(S),3750
315/80R22.5-19PR(D),3350
315/80R22.5-19PR(S),3750
315/80R22.5-20(S),4080
315/80R22.5-20PR,3750
315/80R22.5-20PR(D),3745
315/80R22.5-20PR(D),4080
315/80R22.5-20PR(D),3750
315/80R22.5-20PR(S),3550
315/80R22.5-20PR(S),3745
315/80R22.5-20PR(S),3750
315/80R22.5-20PR(S),4000
315/80R22.5-20PR(S),4060
315/80R22.5-20PR(S),4077
315/80R22.5-20PR(S),4080
315/80R22.5-20PR(S),4082
315/80R22.5-20PR(S),4500
315/80R22.5-20PR(S),4625
315/80R22.5-20PR(S),4125
315/80R22.5-5PR(D),3350
"315/80R22.5,20PR(S)",4082
315/80R22.5(D),3750
315/80R22.5(S),3751
315/80R22.5(S),4080
315/80R22.5(S),4125
315/80R22.518PR(D),3450
315/80R22.518PR(S),3750
315/80R22.520PR(D),3650
315/80R22.520PR(S),4000
315/80R22.520PR(S),4080
315/80R22.520PR(S),4082
315/80R22.5PR20(S),8600
315/80R22.8-18PR(D),3350
315/80R22.8-18PR(S),3750
315/R22.5-20PR(S),4082
31580R22.5-20PR(S),4080
315R80R22.5-20PR(S),4080
318/80R22.5-20PR(S),4125
31X10.50R15LT,850
325/50R22,1250
325/55R22,1450
325/60R20,1310
32X11.50R-15LT(S),1000
32X11.50R15LT,1150
33X10.50R15,1400
33X12.50R 15LT-6PR,1000
33X12.50R15,950
33X12.50R15LT,1000
33X12.50R17,1200
33x12.50R17LT,1180
33X12.50R17LT,1400
33X12.50R18,1450
33X12.50R18,1320
33X12.50R18LT,1320
33X12.5R22LT-10PR,1030
33X2.50R22LT,1030
343/85R17,1950
345/35ZR15,690
345/45R24,1399
345/75R17,1950
35 15.50R 24LT,1285
35X11.50R-15LT,1500
35X12.502R22,1285
35X12.50R15,1160
35X12.50R17,1449
35X12.50R18LT,1549
35X12.50R20,1450
35X12.50R20,1449
35X12.50R20LT(S),1650
35X12.50R22MT,1450
35X12.50R24,1180
35X12.5R15,1150
35X12.5R17,1450
35X12.5R17,1650
35X12.5R18,1550
35X12.5R20,1450
35X12.5R22,1285
35X13.50R20,1580
35X13.5R24,1600
35X14.50R15,1450
35X15.50R15,1450
365/70R22.5-20PR(S),4750
365/80R20,3550
365/80R2020PR(S),4500
365/85R20-XZL(D),5000
365/85R20-XZL(S),5000
365/85R20(S),4600
375/80R22.5-18PR(S),3750
37x12.50 R20/LT,1598
37X12.50R17LT,1600
37X12.50R22,1750
37x12.50xR20/LT,1598
37X12.5R17,1450
37X12.5R17,1600
37X12.5R17,1950
37X12.5R18,1550
37X12.5R20,1450
37X12.5R20,1700
37X12.5R22,1750
37X13.50R20,1800
37X13.50R22LT,1800
37X13.5R17,1450
37X13.5R17,1950
37X13.5R22,1550
385/55R22.5(S),4500
385/65R22.5-18(S),4250
385/65R22.5-18PR(S),4250
385/65R22.5-18PR(S),4259
385/65R22.5-20PR(S),4500
385/65R22.5-22.5PR(S),4750
385/65R22.5-22PR(D),4750
385/65R22.5-22PR(S),3150
385/65R22.5-22PR(S),4080
385/65R22.5-22PR(S),4500
385/65R22.5-22PR(S),4750
385/65R22.5-24PR(D),5000
385/65R22.5-24PR(S),5000
385/65R22.5(S),4250
385/65R22.518PR(S),4250
385/65R22.518PR(S),4255
385/65R22.5PR(S),4250
38X12.50R15,1000
38X12.50R17,1600
38X13.50R17,1750
38X13.5R20,1750
38X15.50R24,1800
38X15.50R24,1900
38X15.50R26,1900
38X15.5R22,1600
38X15.5R24,1800
39.5X13.5R17,1650
395/85R20PR,4625
39X13.5R17,1450
4.50-12-4PRULT(D),295
4.50-12-4PRULT(S),310
4.50-12-6PRULT(D),340
4.50-12-6PRULT(S),355
4.50-12-8PRULT(D),395
4.50-12-8PRULT(S),415
40/15.5R26,1800
40x13.50R17LT,1215
40X13.50R20,1700
40x13.50xR17LT,1449
40X13.5R17,1450
40X15.50R24LT,1800
40X15.50R26,1950
40X15.5R20,1800
40X15.5R24,3970
40X15.5R24,1800
40X15.5R26,1750
425/65R22.5-20PR(D),5171
425/65R22.518PR(S),4750
425/65R22.518PR(S),5150
42X13.50R17,1600
42X13.5R20,1600
42X15.50R26,1600
445/65R22.5-20PR(D),5600
445/65R22.520PR(S),5600
5.00-10-4PRULT(D),305
5.00-10-4PRULT(S),325
5.00-10-6PRULT(D),350
5.00-10-6PRULT(S),370
5.00-10-8PRULT(D),410
5.00-10-8PRULT(S),430
5.00-12-4PRULT(D),345
5.00-12-4PRULT(S),360
5.00-12-6PR(D),485
5.00-12-6PR(S),415
5.00-12-6PRULT(D),395
5.00-12-6PRULT(S),415
5.00-12-8PR(D),430
5.00-12-8PR(D),465
5.00-12-8PR(D),500
5.00-12-8PR(D),950
5.00-12-8PR(S),485
5.00-12-8PRULT(D),465
5.00-12-8PRULT(S),485
5.00-12-9PR(D),465
5.00-12C-8PR(D),530
5.00-13-4PRLT(D),365
5.00-13-4PRLT(S),380
5.00-13-6PRLT(D),435
5.00-13-6PRLT(S),460
5.00-13-8PR(D),510
5.00-13-8PR(D),515
5.00-13-8PRLT(D),510
5.00-13-8PRLT(S),535
5.00-R12-8P(D),465
5.00×13-8PR(D),515
5.0012-8PR(D),465
5.00R-12-8PR(D),465
5.00R/12-8PR(D),465
5.00R12-10PR(D),530
5.00R12-8PR(D),465
5.00R12-8PR(D),475
5.00R12-8PR(D),485
5.00R12-8PR(D),850
5.00R12-8PR(D),950
5.00R12-LT-86P,560
5.00R12<C>-8PR(D),465
5.00R12<C>-8PR(D),495
5.00R12LT-8PR(D),465
5.00X12-8PR(D),465
5.00X12-8PR(D),515
5.50-13-6PRLT(D),495
5.50-13-6PRLT(S),520
5.50-13-8PR(D),580
5.50-13-8PR(D),585
5.50-13-8PR(D),980
5.50-13-8PRLT(D),580
5.50-13-8PRLT(S),610
5.50-14-6PRLT(D),520
5.50-14-6PRLT(S),545
5.50-14-8PRLT(D),610
5.50-14-8PRLT(S),645
5.50R-13-8PR(D),585
5.50R12-8PR(D),465
5.50R12-8PR(D),475
5.50R13-10PR(D),640
5.50R13-10PR(D),690
5.50R13-12PR(D),690
5.50R13-8PR,585
5.50R13-8PR(D),578
5.50R13-8PR(D),580
5.50R13-8PR(D),585
5.50R13-8PRLT(D),580
5.50R13-8PRLT(S),610
5.50R13-LP/10PR(D),690
5.50R13-LP10PR,690
5.50R13LP-10PR(D),690
5.50R13LP10PR,690
5.50R13LT,720
5.50R13LT-10PR,550
5.50R13LT-10PR(D),690
5.50R13LT10PR(D),650
5.50R14-8PRLT(D),610
5.50R14-8PRLT(S),645
5.50R16-8PR(D),580
5.5R-13LT-8PR(D),580
5.5R12LT-10PR,560
5.5R13-8PR(D),580
5.5R13C-8PR(D),580
5.5R13LT-10PR(D),640
550R13-10PR(D),650
6.00-13-4PRLT(D),485
6.00-13-4PRLT(S),510
6.00-13-6PRLT(D),580
6.00-13-6PRLT(S),610
6.00-13-8PR(D),675
6.00-13-8PRLT(D),675
6.00-13-8PRLT(S),710
6.00-14-10PRLT(D),780
6.00-14-10PRLT(S),825
6.00-14-12PRLT(D),845
6.00-14-12PRLT(S),895
6.00-14-6PRLT(D),610
6.00-14-6PRLT(S),640
6.00-14-8PRLT(D),710
6.00-14-8PRLT(S),750
6.00-15-6PRLT(D),640
6.00-15-6PRLT(S),670
6.00-15-8PRLT(D),745
6.00-15-8PRLT(S),780
6.00-16-10PRLT(D),855
6.00-16-10PRLT(S),990
6.00-16-6PRLT(D),670
6.00-16-6PRLT(S),705
6.00-16-8PRLT(D),780
6.00-16-8PRLT(S),820
6.00R13-8PRLT(D),675
6.00R13-8PRLT(S),710
6.00R14-8PRLT(D),710
6.00R14-8PRLT(S),750
6.00R15-8PRLT(D),745
6.00R15-8PRLT(S),780
6.00R16-8PRLT(D),780
6.00R16-8PRLT(S),820
6.5-14-8PR(S),840
6.50-13-6PRLT(D),650
6.50-13-6PRLT(S),680
6.50-13-8PRLT(D),760
6.50-13-8PRLT(S),800
6.50-14-10PR(S),911
6.50-14-10PR(S),912
6.50-14-10PR(S),913
6.50-14-10PR(S),920
6.50-14-10PRLT(D),875
6.50-14-10PRLT(S),920
6.50-14-12PR(S),1065
6.50-14-12PRLT(D),950
6.50-14-12PRLT(S),1000
6.50-14-6PRLT(D),680
6.50-14-6PRLT(S),715
6.50-14-8PR(S),800
6.50-14-8PR(S),840
6.50-14-8PRLT(D),795
6.50-14-8PRLT(S),840
6.50-15-10PRLT(D),920
6.50-15-10PRLT(S),970
6.50-15-6PR(S),750
6.50-15-6PRLT(D),715
6.50-15-6PRLT(S),750
6.50-15-8PRLT(D),835
6.50-15-8PRLT(S),875
6.50-16-10PR(D),960
6.50-16-10PR(S),980
6.50-16-10PR(S),1010
6.50-16-10PR(S),1598
6.50-16-10PRLT(D),960
6.50-16-10PRLT(S),1010
6.50-16-12PRLT(D),1040
6.50-16-12PRLT(S),1095
6.50-16-6PRLT(D),745
6.50-16-6PRLT(S),785
6.50-16-8PR(S),920
6.50-16-8PRLT(D),870
6.50-16-8PRLT(S),920
6.50R-14LT(D),1755
6.50R-14LT(S),1850
6.50R-16-10PR(S),980
6.50R15 10PR,975
6.50R15 10PR,925
6.50R15-10PR(S),975
6.50R15-10PRLT(D),920
6.50R15-10PRLT(S),970
6.50R15-8PRLT(D),835
6.50R15-8PRLT(S),875
6.50R15LT(D),975
6.50R15LT(S),975
6.50R16-10PR(D),675
6.50R16-10PR(S),950
6.50R16-10PR(S),980
6.50R16-10PR(S),982
6.50R16-10PR(S),1000
6.50R16-10PRLT(D),960
6.50R16-10PRLT(S),1010
6.50R16-12PR(D),1030
6.50R16-12PR(S),1090
6.50R16-8PRLT(D),870
6.50R16-8PRLT(S),920
6.5R15-10PR(D),975
6.5R15-10PR(S),975
6.5R15LT-10PR(S),975
6.5R15LT(S),975
6.5R16-10PR(S),980
6.70-14-8PR(S),825
6.70R14-10PR(D),875
6.70R14-10PR(S),850
6.70R14-10PR(S),875
6.70R14-8PR(D),580
6.70R14-8PR(S),825
6.70R14-8PR(S),850
6.70R14-8PR(S),980
6.70R14LT(D),775
6.70R14LT(S),825
6.7R14-10PR(D),875
6.7R14-10PR(S),875
6.7R14-8PR(S),825
7.00-14-10PRLT(D),705
7.00-14-10PRLT(S),805
7.00-14-6PRLT(D),525
7.00-14-6PRLT(S),595
7.00-14-8PRLT(D),620
7.00-14-8PRLT(S),705
7.00-15-10PR(S),1080
7.00-15-10PRLT(D),1030
7.00-15-10PRLT(S),1080
7.00-15-12PR(S),1180
7.00-15-12PRLT(D),1120
7.00-15-12PRLT(S),1180
7.00-15-6PRLT(D),800
7.00-15-6PRLT(S),840
7.00-15-8PRLT(D),935
7.00-15-8PRLT(S),980
7.00-16-10PR(D),760
7.00-16-10PR(D),965
7.00-16-10PR(D),966
7.00-16-10PR(D),1075
7.00-16-10PR(D),1080
7.00-16-10PR(D),1120
7.00-16-10PR(S),1100
7.00-16-10PR(S),1130
7.00-16-10PR(S),1150
7.00-16-10PRLT(D),1075
7.00-16-10PRLT(S),1130
7.00-16-12PR(D),965
7.00-16-12PR(D),1075
7.00-16-12PR(D),1080
7.00-16-12PR(D),1110
7.00-16-12PR(D),1170
7.00-16-12PR(D),1250
7.00-16-12PR(S),1120
7.00-16-12PR(S),1130
7.00-16-12PR(S),1165
7.00-16-12PR(S),1220
7.00-16-12PR(S),1224
7.00-16-12PR(S),1225
7.00-16-12PR(S),1230
7.00-16-12PR(S),1285
7.00-16-12PR(S),1410
7.00-16-12PRLT(D),1170
7.00-16-12PRLT(S),1230
7.00-16-6PRLT(D),840
7.00-16-6PRLT(S),880
7.00-16-8PRLT(D),980
7.00-16-8PRLT(S),1025
7.00-16LT-10PR(D),1120
7.00-16LT-12PR(D),1080
7.00-16LT-12PR(D),1250
7.00-16LT-12PR(S),1225
7.00-16LT-12PR(S),1285
7.00-16LT(D),1080
7.00-20-10PR(D),1285
7.00-20-10PR(S),1350
7.00-20-8PR(D),1145
7.00-20-8PR(S),1200
7.00-R16-10PR(D),1120
7.00-R16-10PR(S),1150
7.00R-16-10PR(D),1075
7.00R-16-10PR(D),1120
7.00R-16-10PR(S),1102
7.00R-16-10PR(S),1130
7.00R-16-10PR(S),1150
7.00R-16-12PR(D),1075
7.00R-16-12PR(D),1077
7.00R-16-12PR(D),1080
7.00R-16-12PR(D),1170
7.00R-16-12PR(D),1250
7.00R-16-12PR(S),1225
7.00R-16-12PR(S),1285
7.00R15-10PRLT(D),1030
7.00R15-10PRLT(S),1080
7.00R15-12PRLT(D),1120
7.00R15-12PRLT(S),1180
7.00R15-8PRLT(D),935
7.00R15-8PRLT(S),980
7.00R16,930
7.00R16 LT,1230
7.00R16-10PR(D),980
7.00R16-10PR(D),996
7.00R16-10PR(D),1075
7.00R16-10PR(D),1120
7.00R16-10PR(D),1250
7.00R16-10PR(D),1150
7.00R16-10PR(S),1100
7.00R16-10PR(S),1130
7.00R16-10PR(S),1150
7.00R16-10PR(S),1160
7.00R16-10PR(S),1225
7.00R16-10PR(S),1285
7.00R16-10PRLT(D),1075
7.00R16-10PRLT(S),1130
7.00R16-12PR(D),1050
7.00R16-12PR(D),1075
7.00R16-12PR(D),1170
7.00R16-12PR(D),1225
7.00R16-12PR(D),1250
7.00R16-12PR(D),1285
7.00R16-12PR(D),1370
7.00R16-12PR(D),1500
7.00R16-12PR(S),1130
7.00R16-12PR(S),1225
7.00R16-12PR(S),1230
7.00R16-12PR(S),1285
7.00R16-12PR(S),1600
7.00R16-12PRLT(D),1170
7.00R16-12PRLT(S),1230
7.00R16-8PRLT(D),980
7.00R16-8PRLT(S),1025
7.00R1610PR(D),1500
7.00R1610PR(S),1600
7.00R16LT-10PR(D),1120
7.00R16LT-10PR(S),1150
7.00R16LT-12PR(D),1250
7.00R16LT-12PR(S),1285
7.00R16LT-12PR(S),1286
7.00R20-10PR(D),1150
7.00R20-10PR(S),1150
7.00R20-12PR(S),1285
7.0R16-10PR(D),1100
7.0R16-12PR(D),1075
7.0R16-12PR(D),1250
7.0R16-12PR(S),1285
7.0R16-14PR(D),1450
7.0R16LT-10PR(D),1120
7.0R16LT(D),1120
7.0R16LT(S),1150
7.0R19.5-16PR(S),2240
7.0R19.5-16PR20(D),2120
7.5-16-12PR(S),1440
7.5-16LT-12PR(S),1437
7.50-15-10PRLT(D),1215
7.50-15-10PRLT(S),1280
7.50-15-12PRLT(D),1315
7.50-15-12PRLT(S),1385
7.50-15-14PRLT(D),1375
7.50-15-14PRLT(S),1450
7.50-15-6PRLT(D),915
7.50-15-6PRLT(S),965
7.50-15-8PRLT(D),1075
7.50-15-8PRLT(S),1125
7.50-16-10PRLT(D),1265
7.50-16-10PRLT(S),1330
7.50-16-12PR(D),1235
7.50-16-12PR(D),1238
7.50-16-12PR(D),1370
7.50-16-12PR(D),1420
7.50-16-12PR(D),1440
7.50-16-12PR(D),1460
7.50-16-12PR(S),1370
7.50-16-12PR(S),1410
7.50-16-12PR(S),1438
7.50-16-12PR(S),1440
7.50-16-12PR(S),1620
7.50-16-12PRLT(D),1370
7.50-16-12PRLT(S),1440
7.50-16-14PR(D),1310
7.50-16-14PR(D),1350
7.50-16-14PR(D),1352
7.50-16-14PR(D),1440
7.50-16-14PR(S),1490
7.50-16-14PR(S),1500
7.50-16-14PR(S),1510
7.50-16-14PR(S),1535
7.50-16-14PRLT(D),1440
7.50-16-14PRLT(S),1510
7.50-16-16PR(D),1420
7.50-16-16PR(D),1460
7.50-16-16PR(D),1510
7.50-16-16PR(D),1615
7.50-16-16PR(D),1660
7.50-16-16PR(S),1580
7.50-16-16PR(S),1615
7.50-16-16PR(S),1620
7.50-16-16PR(S),1660
7.50-16-16PR(S),1680
7.50-16-16PRF(D),1460
7.50-16-16PRLT(D),1510
7.50-16-16PRLT(S),1580
7.50-16-18PR(S),1660
7.50-16-6PRLT(D),960
7.50-16-6PRLT(S),1010
7.50-16-8PRLT(D),1120
7.50-16-8PRLT(S),1175
7.50-16LT-12PR(D),1235
7.50-16LT-12PR(D),1369
7.50-16LT-12PR(S),1410
7.50-17-10PR(D),1265
7.50-17-10PR(S),1345
7.50-17-12PR(D),1440
7.50-17-12PR(S),1535
7.50-17-8PR(D),1110
7.50-17-8PR(S),1180
7.50-18-10PR(D),1450
7.50-18-10PR(S),1500
7.50-18-12PR(D),1550
7.50-18-12PR(S),1650
7.50-18-14PR(D),1650
7.50-18-14PR(S),1750
7.50-18-16PR(D),1810
7.50-20-10PR(D),1500
7.50-20-10PR(S),1575
7.50-20-12PR(D),1650
7.50-20-12PR(S),1735
7.50-20-14PR(D),1720
7.50-20-14PR(S),1805
7.50-20-8PR(D),1345
7.50-20-8PR(S),1410
7.50/R16-14PR(D),1440
7.50/R16-14PR(D),1450
7.50/R16-16PR(S),1580
7.50R-16-12PR(S),1400
7.50R-16-14PR(D),1450
7.50R-16-14PR(S),1500
7.50R-16-16PR(S),1680
7.50R-16LT-14PR(D),1440
7.50R-16LT-14PR(D),1450
7.50R-16LT-14PR(S),1500
7.50R-16LT-14PR(S),1510
7.50R15-10PRLT(D),1215
7.50R15-10PRLT(S),1280
7.50R15-12PRLT(D),1315
7.50R15-12PRLT(S),1385
7.50R15-14PRLT(D),1375
7.50R15-14PRLT(S),1450
7.50R15-8PRLT(D),1075
7.50R15-8PRLT(S),1125
7.50R16-10PRLT(D),1265
7.50R16-10PRLT(S),1330
7.50R16-12PR(D),1250
7.50R16-12PR(D),1370
7.50R16-12PR(D),1400
7.50R16-12PR(D),1440
7.50R16-12PR(S),1285
7.50R16-12PR(S),1440
7.50R16-12PR(S),1450
7.50R16-12PRLT(D),1370
7.50R16-12PRLT(S),1440
7.50R16-14PR(D),1310
7.50R16-14PR(D),1370
7.50R16-14PR(D),1440
7.50R16-14PR(D),1450
7.50R16-14PR(D),1500
7.50R16-14PR(S),1490
7.50R16-14PR(S),1500
7.50R16-14PR(S),1510
7.50R16-14PRLT(D),1440
7.50R16-14PRLT(S),1510
7.50R16-16PR(D),1460
7.50R16-16PR(D),1510
7.50R16-16PR(S),1580
7.50R16-16PR(S),1660
7.50R16-16PR(S),1680
7.50R16-8PRLT(D),1120
7.50R16-8PRLT(S),1175
7.50R16LT-12PR(D),1370
7.50R16LT-12PR(S),1440
7.50R16LT-16PR(D),1510
7.50R16LT-16PR(S),1680
7.50R17.5-12PR(D),1400
7.50R18-12PR(D),1550
7.50R18-12PR(S),1650
7.50R18-14PR(D),1650
7.50R18-14PR(S),1750
7.50R20-12PR(D),1700
7.50R20-12PR(S),1800
7.5R16-12PR(D),1370
7.5R16-12PR(S),1400
7.5R16-12PR(S),1440
7.5R16-14PR(D),1400
7.5R16-14PR(D),1440
7.5R16-14PR(D),1450
7.5R16-14PR(S),1500
7.5R16-16PR(S),1580
7.5R16-16PR(S),1680
7.5R16LT-10PR(S),1150
7.5R16LT-12PR(S),1400
7.5R16LT-14PR(D),1440
7.5R16LT-14PR(S),1510
7.5R16LT12PR(D),1370
7.5R16LT14PR(D),1450
7.5R16LT14PR(S),1500
